PM2.5 (ug/m3),NO (mg/m3),NO2 (ug/m3),NOx (ppb),Benzene (ug/m3),T,TM,Tm,SLP,H,VV
39.4,4.03,14.39,10.87,0.58,21.8,27.6,15.7,1013.5,69,2.6
45.74,3.93,13.3,10.22,0.59,24.1,29.8,16.6,1012.1,55,3.2
45.7,3.81,14.41,10.72,0.65,23,30.6,15.6,1012,57,2.7
44.86,4.09,14.09,10.77,0.6,24.5,32.2,16,1010.1,54,2.6
42.47,3.85,13.29,10.15,0.43,25.6,32.6,17.4,1009.9,56,2.3
36.86,3.8,13.16,10.04,0.61,24.8,32.7,18.4,1011.8,53,3.7
40.53,3.86,15.18,11.16,0.81,23.2,31,15.4,1011.7,51,3.1
47.94,3.86,15.6,11.39,0.94,24,32.2,14.4,1011.5,51,2.7
65.19,4.01,18.15,12.87,1.3,25.6,33.3,16.5,1012.1,57,2.6
45.74,3.85,13.83,10.43,0.64,28.9,35.6,18.5,1010.4,41,2.9
43.73,3.8,12.55,9.71,0.38,26.7,35.8,17.6,1008.6,50,2.7
49.53,3.76,12.82,9.83,0.6,25.8,34.2,19.8,1009.9,49,3.5
60.52,3.93,17.67,12.54,1.17,24.6,33.5,13.5,1009.9,57,3.5
45.36,4.16,18.68,13.26,1.07,27.3,35.2,17,1011.1,50,3.2
50.18,3.78,13.17,10.02,0.67,29.4,36.8,19.1,1011.2,46,3.2
61.23,4,17.36,12.43,1.12,28.7,36.9,20.3,1009.1,50,3.2
62.31,4.24,19.55,13.79,1.07,30.7,37.6,20.6,1007.2,49,3.5
59.99,3.89,17.88,12.62,0.88,31.1,39.2,23.2,1007.5,55,2.7
77.29,5.88,22.22,16.53,1.14,31.2,39.7,24,1006.6,40,2.7
56.7,3.74,14.3,10.59,0.43,30.1,40.1,21.9,1005.7,39,2.7
48.96,3.8,12.35,9.61,0.46,31.2,39.6,25.7,1005.3,41,3.5
55.15,3.94,14.17,10.69,0.4,28.2,37.8,21.2,1007.5,56,3.2
66.8,4.89,19.16,14.1,1.13,27.3,37.3,19,1007,58,3.1
42.08,3.83,14.38,10.71,0.47,26.4,35.2,20.2,1008.6,58,3.1
67.06,4.03,17,12.27,0.7,27.2,34.2,19.2,1007.9,56,3.5
48.49,3.8,17.53,12.36,0.77,28.2,35.4,18.8,1006.6,53,3.1
51.85,4.06,19.1,13.41,0.89,28.3,36.1,23.2,1006,55,3.1
38.38,3.8,13.37,10.15,0.26,29.7,36.6,20.2,1004,54,3.5
52.41,3.94,15.66,11.49,0.61,30.3,38.4,23.8,1004.7,55,4
35.54,3.99,12.97,10.09,0.37,24.4,37.9,20.4,1008,76,2.3
40.41,3.93,12.55,9.82,0.18,27.1,33.2,18.9,1010.9,70,2.7
56.52,3.94,15.19,11.23,0.66,28.9,33.8,22.1,1009.9,70,3.2
60.78,3.94,15.27,11.27,0.05,30.1,35.4,22.8,1007.2,64,1.9
62.37,4.09,18.19,12.93,0,31.1,37.8,25,1006.5,61,3.1
36.35,3.83,11.31,9.08,0,31.8,38.8,24.6,1004.6,64,3.1
45.95,3.91,13.18,10.14,0,31.2,38.8,24.4,1005,65,2.7
34.54,3.9,12.94,10,0,27.2,37.9,22.6,1006.7,81,1.9
31.36,3.79,12.36,9.61,0,28.4,35,20.2,1007.6,70,2.4
67.67,3.89,16.83,12.07,0,30.7,37.5,22.9,1005.9,62,3.1
54.33,3.77,15.24,11.12,0,29.3,37.5,23.8,1006.2,53,2.3
58.74,3.76,17.13,12.12,0,29.4,36.6,21.6,1006.2,43,3.2
68.02,3.71,15.04,10.96,0,32.2,39.2,23.7,1004.2,45,3.2
69.41,3.8,14.54,10.77,0,33.5,40.4,26.2,1004.8,48,2.3
43.98,3.8,16.73,11.94,0,27.7,40.9,23,1006.6,61,3.1
57.37,3.77,15.73,11.39,0,29.3,35.5,20.7,1007.5,58,1.9
75.18,3.85,16.83,12.03,0,31.2,37,24.3,1006.4,53,2.3
65.45,4.39,20.13,14.22,0,30.2,37.2,26.2,1005.7,57,1.9
56.27,3.97,18.54,13.03,0,30.8,39.7,23.6,1004.7,55,2.7
87.5,3.84,21.13,14.31,0,31.8,39.7,23.6,1003.9,41,3.1
107.5,4.44,25.51,17.12,0,31.8,39.4,23.9,1003,38,3.5
100.05,4.47,25.58,17.18,0,32.1,40.7,23.6,1001.6,39,2.3
116.16,6.74,32.28,22.56,0,32.1,40.5,23.1,1000.7,33,2.6
82.47,4.04,27.45,17.82,0,32.3,40.7,22.1,1000.1,33,2.6
98.68,4.32,31.08,19.94,0,32.7,40.7,22,999.6,29,3.5
94,8.86,34.63,25.51,0.4,33.2,41.4,24.8,998.5,31,4
83.84,6.04,30.63,21.12,0.09,34.4,43.4,23.7,999.2,33,3.1
86.18,5.62,20.79,15.55,0.04,38.6,44.2,26.2,1000.8,25,4
94.17,5.41,22.65,16.38,0.08,36.4,44.7,28.7,1000.2,30,2.7
79.4,8.08,28.57,21.66,0.01,36,44.4,27.2,999.7,34,3.1
76.71,12.2,26.52,23.87,0,37.6,45.6,28.2,998.2,30,3.5
82.31,5.12,15.41,12.29,0.01,37.5,46,28.4,996.5,26,4
47.28,5.42,15.56,12.61,0,32.8,45.9,23.8,999.3,50,3.1
39.58,5.16,17.36,13.36,0.38,28.4,40.3,22.6,1002.7,70,2.3
34.64,5.19,14.87,12.06,0.99,29.2,37,22.2,1004.6,65,3.2
45.11,5.7,19.97,15.18,1,25.8,34.8,20,1006.9,78,2.6
55.87,5.61,22.04,16.21,0.64,29.4,35,21,1006.3,66,3.1
61.08,5.22,17.36,13.41,0,30.9,36.4,24.8,1004.3,56,2.7
75.82,6.21,25.02,18.28,0,30.5,36.9,24.9,1002.6,63,2.7
46.33,6.24,21.59,16.48,0,29.7,36.4,24.9,1002.1,66,1.9
44.88,5.3,19.31,14.51,1.31,29.1,36.1,25,1002,67,1.9
55.49,5.66,21.26,15.83,0,30.9,36.4,24,1001,64,3.2
56,6.04,21.58,16.31,0,29.3,36.8,23.2,1001.1,71,1.9
72.82,5.88,24.18,17.56,0,31.8,37.4,25.2,1000.4,63,1.9
69.04,7.01,23.92,18.34,0,34.3,39.6,26.9,999.9,56,3.2
58.91,7.8,20.49,17.14,0.01,34,40.6,26.6,999.2,59,3.5
86.87,6.38,25.34,18.58,0.01,34.8,41.5,27.4,998.2,61,3.5
70.58,5.44,20.09,15.04,0.01,35.6,40.6,30.3,996.8,60,1.9
87.96,5.97,21.81,16.38,0,32.6,41.5,28.8,998.5,68,1.9
64.73,6.12,21.34,16.25,0,35,40,28,999,57,3.1
62.86,5.43,22.25,16.18,0,35.7,41.2,28.6,996.8,54,3.7
58.84,5.19,18.24,13.86,0,35.8,41.8,30.2,994.6,56,3.2
54.88,5.23,15.46,12.41,0,35.9,42.2,29.5,994.9,59,3.2
104.71,5.31,15.64,12.57,0,37.1,42.2,28.6,995.2,55,3.5
78.59,5.3,16.28,12.9,0,36.6,42.5,29.8,997.8,53,3.2
50.33,5.91,20.34,15.55,0,31.1,41.2,22.4,998.8,71,2.7
44.38,5.54,16.62,13.28,0,31.9,38.1,24.6,998.5,74,3.2
45.26,5.34,16.34,12.96,0,32,37,23.2,999.5,68,3.2
40.57,5.32,13.11,11.22,0,33.4,37,27.8,1002,71,3.4
44.37,5.66,15.65,12.85,0,31.1,37,28,1001.7,82,2.6
55.2,6.22,20.06,15.64,0,31.8,36.4,26.8,999.1,79,3.2
64.73,6.4,17.97,14.68,0,32.9,37,27.2,998.1,71,3.7
128.97,7.07,13.06,12.6,0,34.8,40,28.2,996.6,63,3.1
111.24,5.99,11.47,10.89,0,36.9,40,29.4,995.8,56,2.9
55.65,4.7,18.41,13.53,0,35.9,41,27.2,999.3,52,3.5
62.13,4.7,23.24,16.11,0,33.2,40.7,24.6,999.8,73,3.1
72.24,4.5,19.19,13.79,0,34.2,38,28.8,997.9,69,3.2
81.39,5.29,20.35,15.06,0.05,36,40,30,995.7,64,2.6
53.84,4.65,15.01,11.7,0.55,36.2,42,30.4,995.9,63,2.7
42.32,4.49,14.49,11.27,0,34.9,41.6,29.4,996.4,61,3.5
55.65,4.71,15.72,12.11,0,28.4,39.8,22.2,997.4,83,2.6
43.04,5.23,13.55,11.32,0,31.7,35,26.2,996.8,76,2.3
38.12,5.22,16.87,12.65,0.49,30.9,36.2,26.4,1000.6,77,3.5
36.43,7.06,21.76,17.22,0,31.6,36,26.9,1000.4,79,2.3
42.86,5.04,16.99,13.07,0,33.1,38,27.4,996,68,3.1
38.12,4.95,13.81,11.29,0.68,34,38.2,26.5,995.5,67,2.7
31.73,4.54,15.17,11.68,0.61,31.8,38.3,23.9,996.7,71,3.9
39.62,5,13.25,11.03,0.76,30.6,35,27,997.9,71,3.7
54.24,5.38,12.71,11.03,0.98,32.4,37,26.2,997.2,64,3.5
43.75,4.79,19.07,13.96,3.32,33.9,38.2,27.6,998.5,69,2.3
18.54,4.48,18.76,13.51,1.33,32.7,38.5,28.8,999.2,73,1.9
26.91,4.67,15.99,12.11,1.34,31.2,37.4,20.8,997.9,79,1.9
38.51,5.14,16.13,11.93,2.29,31.9,37.8,28.4,998.9,80,1.9
15.41,5.94,15.43,12.95,0.57,32.3,37.3,29.3,1000.2,79,1.9
17.66,5.48,17.74,13.53,0.69,29.6,36.4,23.4,998.1,85,1.8
17.59,6.08,20.14,14.58,0.59,28.8,35.2,24.8,997.5,81,2.7
18.85,7.09,22.29,16.53,0.54,26.3,32.6,23.5,1000.9,93,2.1
19.9,7.03,18.8,14.62,0.39,26.2,33.2,24,1001.2,95,1.9
36.6,7.25,23.8,17.46,0.68,30,34.4,23.7,1000.6,78,2.6
18.45,5.78,18.55,13.47,0.4,31.2,35,25.8,1003.9,76,2.6
26.54,6.12,18.61,13.78,0.29,31.7,35.4,25.9,1004.8,80,2.6
31.95,6.09,22.49,15.82,0.26,32.7,36,26.8,1003.2,74,3.2
24.08,6.59,16.87,13.25,0.12,34.1,38,28.2,1000.8,69,3.7
37.23,7.04,20.72,15.65,0.16,34.4,37.6,28.7,998.5,70,4
17.18,6.64,21.48,15.74,0.14,30.8,37.5,26,1001.3,79,3.1
20.75,6.7,24.6,17.44,0.3,29.7,36.6,25.8,1001.2,77,3.1
32.07,6.12,23.23,16.23,0.73,31.5,34,27.3,1000.7,79,2.4
26.06,7.21,17.84,14.25,0.43,30.7,36.2,26.8,1000.3,80,2.1
27.78,10.87,16.75,16.61,0.65,33,37,26.2,997.5,69,3.4
22.9,6.63,21.64,15.8,0.33,33.5,37,28.4,993,70,3.5
36.98,6.62,20.73,15.33,0.82,32.9,37.4,29,992,72,2.4
25.82,6.26,18.84,14.02,0.78,30.9,36.3,28,994.5,86,1.9
15.54,6.37,19.68,14.55,0.13,32.7,37.2,27.2,997.1,70,2.7
34.17,9.3,21.21,17.72,0.75,33.1,37.5,27.6,1000.1,70,2.9
30.76,6.71,18.25,14.07,0.44,33.9,37.4,28.1,997.4,69,3.2
20.31,7.14,16.03,13.23,0.64,31.3,37.6,26.2,997.9,81,2.7
29.34,6.25,18.47,13.95,0.51,31.6,35,27.4,998.5,80,2.9
30.03,6.54,13.97,12.66,0.18,31.8,37,27.8,998,79,2.6
16.57,7.13,13.97,13.13,0.38,32,36.8,26.6,997.1,74,3.1
13.02,6.23,13.92,12.39,0.61,26.8,29,25,996.6,97,1.9
21,6.86,23.18,17.81,0.44,29.7,32,25.4,995.9,86,2.7
20.56,5.83,14.35,12.27,0.11,31.7,35,26.4,996.7,79,2.9
22.12,6.34,15.01,13.04,0.34,32,36,26.8,997.5,75,3.4
21.65,8.55,20.28,17.61,0.5,30.4,36.5,28.2,997.7,88,1.9
19.46,8.57,20.14,17.57,0.41,31,35.7,27.1,997.8,83,2.6
18.93,10.31,30.88,24.66,0.5,26.6,35,25,998.9,98,1.9
17.71,9.65,25.96,21.49,0.85,26.2,29,24.1,1001.2,97,2.1
15.13,7.68,18.43,15.92,0.45,30.7,35,24.2,1002,76,3.7
13.68,6.17,16.5,13.7,0.13,31.2,35,25.2,1000.9,71,3.7
13.27,5.73,14.2,12.11,0.03,30.4,35.6,26.4,1000.1,78,3.2
17.08,6.3,18.88,15.07,0.07,29.9,34.2,26.2,1000.8,79,2.9
19.18,7.53,19.09,16.18,0.06,30,33,25.8,1003.1,78,3.2
18.31,9.89,20.89,19.02,0.18,31.3,34,26.5,1004.2,71,3.4
20.53,11.16,20.74,19.96,0.44,31.8,35,26.2,1002.4,67,3.7
24.54,11.09,26.27,22.85,0.7,28.3,35.6,26,1000.8,87,2.7
24.11,7.35,24.03,17.94,0.33,30.8,35,24.8,1000.3,77,2.4
16.3,5.9,15.79,13.11,0,29.1,35,26.7,1000.4,79,2.9
20.78,5.86,18.62,14.59,0.2,29.4,33,25.5,1003.1,75,3.5
16.76,5.94,18.73,14.72,0.62,30.9,35,24.8,1004.6,67,3.9
17.13,4.59,19.48,14.01,0.48,31.3,35,25.3,1005.9,72,3.5
19.07,4.4,17.78,12.92,0.41,32,35,27.5,1006.7,72,2.7
18.23,7.74,22.66,18.2,0.94,31.3,35,26.3,1005.2,76,2.7
25.72,7.18,25.64,19.36,1.87,30.6,36.8,23,1002.9,75,3.1
20.86,5.58,17.91,13.93,0.42,29.7,35.5,25.8,1003.2,80,2.9
23.23,7.81,21.67,17.74,1.07,31.3,35.2,25.1,1003.5,71,2.9
25.14,6.84,22,17.16,0.88,31.5,35.4,26.1,1003.3,72,2.9
28.31,6.76,25.49,18.95,0.99,31.1,35.6,26,1001.2,74,1.9
21.74,12.54,24.92,23.29,2.1,30.9,37.4,26,1002.3,69,2.6
29.74,5.35,15.7,12.61,1.05,32.9,37.8,25.3,1004.1,64,3.2
25.34,3.87,16.5,11.86,0.61,32.8,37.3,26.6,1003.6,67,2.7
24.53,4.33,15.6,11.74,0.69,32.7,37,27.5,1002.8,70,2.9
24.28,4.45,19.51,13.93,0.83,32.7,37.2,26,1002.6,66,2.9
20.56,4.74,19.25,14.01,0.71,33.3,38,26.8,1002.1,62,3.4
18.53,4.09,17.56,12.58,0.45,33.7,37.9,27.1,1001.5,59,3.2
19.15,4.11,15.75,11.6,0.52,34.3,38,27.8,1000.8,59,3.2
30.01,3.2,17.12,11.62,0.9,33.3,38,28,1000.7,63,3.2
30.81,3.49,15.95,11.24,0.76,32.9,37.3,26.6,1000.2,64,3.2
25.1,3.82,17.6,12.34,0.78,32.9,37,26.6,999.6,66,2.7
18.39,3.79,18.79,12.97,0.79,32.9,37,27.5,999.9,67,3.2
14.06,3.99,18.29,12.87,0.44,32.7,37.1,27.6,1000.7,66,3.5
25.36,4.84,22.44,15.75,1.06,31.5,36.5,25.8,1002.8,69,3.2
30.17,8.96,30.56,23.41,1.62,32.1,37.2,25.4,1001.4,58,3.5
17.97,4.79,21.16,15.08,0.27,30.3,37.4,24.3,1002.7,62,3.2
27.91,17.5,29.86,29.86,2.05,31.1,36,23.2,1005.4,56,4
34.38,3.89,23.6,15.52,1.38,30.8,36.2,22.4,1006,55,3.5
28.71,3.36,20.31,13.27,1.19,30.9,36.2,22.4,1005.4,60,3.5
30.59,3.78,23.98,15.57,1.01,30.1,36.5,21.8,1004.3,54,3.4
28.75,5.48,27.03,18.62,1.66,30.5,37,21.9,1004,53,3.2
31.65,4.63,26.27,17.6,1.45,29.9,36.7,20.6,1004.9,58,3.4
28.26,5.39,28.26,19.16,0.63,29.5,36.4,20.3,1006.3,54,3.5
32.8,4.63,30.63,19.91,1.41,28.6,36.1,18.5,1007,53,3.5
27.5,9.53,34.81,26.08,1.81,28.7,35.2,19.3,1006.7,55,3.7
34.06,9.97,34.29,26.08,2.14,28.7,36.2,18.2,1007.4,55,3.1
26.86,6.02,29.18,20.25,1.4,29.3,36.4,18.6,1009.1,56,3.4
29.5,5.58,33.93,22.48,1.91,28.9,36,19.1,1008.9,58,2.9
48.15,6.03,33.79,22.79,1.73,28.9,35.6,19.2,1009,58,2.7
49.81,6.03,35.19,23.5,1.77,28.8,35.2,19.2,1007.1,59,2.7
53.45,10.85,39.51,29.68,2.38,28.7,36,19.8,1005.3,55,3.4
69.86,46.4,39.62,58.17,4.76,28.5,35.7,19.4,1004.5,56,2.7
61.35,12.67,42.61,32.8,5.62,29.3,35.4,19.8,1005.6,66,2.3
78.86,11.74,39.86,30.54,7.3,30,35.4,23.7,1007.3,65,1.9
66.5,12.16,32.82,27.2,1.78,28.1,35,20.2,1007.5,54,2.9
94.7,16.64,40.32,34.75,2.96,27.2,34.8,16.4,1007.3,48,2.7
84.02,10.03,40.5,29.54,2.34,26.7,35,16.8,1008.2,54,2.7
77.96,10.83,38.74,29.22,2.26,27.3,35,16.6,1007.3,48,2.6
72.45,10.89,40.83,30.4,1.88,25.4,34.7,16,1007.1,52,2.4
92.62,54.93,45.34,68.04,4.67,25.7,34,13.7,1008.4,49,2.9
106.62,59.33,62.1,80.47,11.72,26.6,35,14.3,1008.1,48,2.9
110.32,19.2,36.54,34.77,9.21,25.9,35.2,17.2,1007.4,55,1.8
113,56.69,41.06,67.13,12.24,25.2,34,14.4,1007.2,59,1.6
108.16,46.47,42.19,59.6,8.75,24.7,34,14.3,1009,54,1.3
106.5,55.08,43.92,67.36,8.95,25.8,33.2,13.8,1011,60,2.3
74.25,6.11,33.52,22.66,2.98,24.9,33.9,15,1011.6,57,1.8
76.53,21.1,39.58,37.92,4.38,24.2,32.8,14.4,1012.1,54,1.8
97.2,71.18,50.59,83.84,11.96,23.2,32.4,13.8,1012.9,54,1.8
124.68,32.77,50.71,53.17,5.87,21.3,31.2,12.5,1013.6,66,1.4
119.61,13.69,43.43,33.7,4.27,21.9,32.2,13.1,1013,60,1.6
92.27,12.2,36.95,29.39,3.01,23.3,31.4,13,1013.3,53,1.8
72.32,27.05,40.03,42.93,3.51,22.1,31,11.4,1013.8,52,1.6
97.03,80.04,47.78,89.44,6.83,19.1,30.6,10.8,1014,61,2.1
102.43,55.04,51.99,71.69,9.56,19.7,30.2,10,1013.8,62,1.9
98.18,42.85,54.67,63.35,5.64,19.9,31.6,10.6,1012.5,66,1
82.97,85.53,55.01,97.68,8.87,21.3,30.6,11.2,1014.1,62,1
88.74,73.48,56.32,88.73,9.66,19.9,30.8,11.2,1016.9,67,1
78.7,68.05,55.94,84.2,8.44,19.4,30.9,11.8,1017.8,70,0.5
104.24,65.19,60.18,84.15,10.03,18.4,30,11.2,1018.2,74,0.5
168.58,54.7,53.36,72.12,10.09,18.7,29.6,10,1016.3,75,0.3
149.47,103.9,48.47,108.85,25.49,19.4,29.2,10.7,1015.5,77,0.6
154.19,138.66,72.16,149.33,24.79,19.6,30.1,11.4,1017.7,76,1.4
98.37,46.91,64.16,71.63,7.39,19.9,29.9,11.6,1018.4,73,1.1
107.76,12.49,49.92,36.53,4.96,21.7,30,12.3,1016.7,62,1.9
97.29,7.46,48.06,31.43,5.16,20.7,29.7,10.7,1014.8,70,0.6
44.39,4.27,24.15,16.2,1.19,21.4,29,11.4,1014.5,66,1
51.28,11.78,34.01,27.51,2,21.4,29.1,16,1015.6,77,2.4
77.15,7,33.78,23.54,1.78,19.5,25.8,13,1013.9,73,2.1
91.64,9.86,45.68,32.17,3.45,17.2,26,10.6,1013.7,73,1.9
118.22,5.56,42.04,26.75,2.92,17.6,25.4,9.4,1014.2,68,1.8
90.88,7.18,41.14,27.59,2.5,16.6,25.6,7.5,1015.4,68,1.8
99.07,13.06,40.81,32.1,2.77,15.6,25.4,8.5,1016,68,1.9
112.16,39.08,45.78,55.6,4.19,15,24.6,6.9,1016.8,69,1.8
184.41,122.34,69.1,134.61,25.22,15.6,25.4,6.3,1017.1,67,1.3
159.86,23.52,74.43,58.36,13.46,15.6,26.2,6.7,1016.4,73,1
98.57,9.15,34.51,25.62,4.3,17.5,25.3,10.4,1016.7,78,0.5
60.3,6.55,28.65,20.42,1.59,18.6,25,10.4,1019.2,72,1.6
68.33,8.74,34.85,25.49,2.24,18.4,26.8,10.2,1020.5,69,2.1
58.92,30.42,43.98,47.71,4.11,16.5,27,10.1,1019.1,71,1.9
75.65,63.81,51.09,78.21,6.65,16.1,26.4,7,1018,67,2.6
133.66,82.71,57.31,96.62,8.6,15.7,26.4,6.9,1017.1,74,1.3
132.77,72.55,53.04,86.25,9.54,17.1,26.8,8.1,1017.4,74,1
94.15,33.58,43.05,49.75,4.56,16.7,27.2,8.2,1014.8,77,1.4
140.7,83.15,39.86,87.7,8.96,16.7,27,8.2,1014.4,78,1
113.26,5.99,42.3,27.22,3.64,17.3,27.6,8,1012.6,78,1.1
80.82,12.05,41.84,31.87,3.72,18,28.8,11,1013.2,81,1
86.86,17.95,39.87,35.53,5.44,18.3,28,11.4,1015.5,81,1
69.12,48.78,33.69,56.94,6.3,18.3,28.2,12,1016.9,84,0.5
67.92,77.83,39.74,83.39,7.59,17.7,27.2,9.5,1016.9,78,1
55.35,31.36,34.34,43.32,3.93,18.2,28.6,9.6,1014.7,74,1.4
52.49,20.67,45.47,40.71,3.03,18.3,29,10.9,1015,75,1.4
69.86,9.12,36.16,26.5,0.56,18.2,28.3,11.3,1014.4,81,1.3
88.18,11.55,22.41,21.15,3.8,16.8,25.8,12.2,1015.5,91,0.5
51.37,5.08,17.86,13.54,2.54,14.4,21.8,10,1015.8,83,1.3
52.84,5.54,20.31,15.2,1.14,10.6,20.6,8,1018.3,87,1.3
56.31,8.19,27.4,21.14,1.12,10.9,19.4,4.1,1020,85,1.1
84.65,5.85,21.51,16.08,0.93,11.9,18.5,5.8,1021.5,81,1.4
79.18,9.47,31.33,24.2,1.24,9,18.6,4.6,1020,81,1.1
111.55,29.83,39.22,44.64,1.69,14.1,22,3.9,1019.4,59,1.8
92.28,32.43,42.72,48.66,1.91,12.9,21.8,3.4,1019.5,70,1.3
160.59,101.97,42.44,104.15,4.09,13.9,23.2,5.5,1017.2,69,1
166.32,126.29,47.55,126.32,7.83,13.9,25.3,5.3,1016.2,71,0.8
162.18,112.1,38.54,110.18,11.77,12.8,23.9,4,1015.6,78,0.5
134.23,83.57,35.4,85.67,7.2,14.4,23.3,4.5,1016.3,70,0.6
101.09,41.93,37.41,53.41,4.42,13,23.1,4.6,1017,74,1.1
148.84,58.21,38.23,66.87,9.89,13.3,22.4,4.4,1016.5,72,1.1
107.55,3.65,24.82,15.51,1.22,15,21.9,6,1013.5,68,1
112.71,8.72,34.71,25.42,2.12,11.8,22.6,5.6,1017.4,60,1.4
95.83,6.37,26.3,17.28,2.44,10.8,20.9,3.6,1018.2,73,1.4
101.59,6.21,37.64,15.21,3.07,9.1,18.1,3.5,1019.8,88,0.8
182.59,18.18,43.43,37.64,7.94,10.7,17,3.3,1018.7,82,0.5
151.79,10.17,32.95,25.65,5.18,10.4,18.4,1.1,1018.1,83,0.3
90.57,3.07,13.51,9.47,2.82,12.4,19.2,7,1016.4,89,0.8
56.22,7.83,47.18,28.1,2.11,13.3,19.5,9.9,1014.7,99,0.8
44.48,6.17,71.55,46,1.97,16.8,22.4,11.4,1016.3,96,0.6
68.45,12.96,26.33,27.37,4.47,17.7,22.6,13.2,1014.9,92,1.6
75.67,6.29,24.38,20.36,0.9,17.1,20.8,13,1015.1,96,0.5
60.65,12.34,15.33,18.03,1.24,15.5,21.3,11.2,1014.6,88,0.6
82.83,17.13,18.72,23.66,1.97,13.6,19.9,9.6,1015.1,91,0.5
72.96,10.45,14.51,16.08,0.81,15.4,19.6,10.8,1015.3,87,0.5
79.8,11.86,15.12,17.53,1.23,11.7,19.7,7.8,1016.6,83,0.8
84.83,12.38,14.55,17.64,2.18,11.9,17,7,1016.9,84,1
206.98,78.45,44.38,86.36,14.98,9.7,17.6,3.2,1016.2,84,0.5
213.19,50.42,37.13,60.09,14.7,12.2,19,2,1016.4,82,0.3
159.93,35.15,23.34,40.53,13.14,11.9,20,6.4,1014.3,88,0.3
101.74,10.3,13.63,15.49,4.3,11.5,20.8,6.6,1013.2,85,0.3
109.14,6.53,11.69,11.34,2.85,11.2,19.1,5.7,1016.6,89,0.3
175.12,71.21,13.46,64.13,15.15,14.9,19.4,9,1016.4,83,0.6
68.52,7.41,4.1,8.04,2.3,13.4,20.2,6.9,1013.7,87,0.3
81.31,8.84,7.68,11.12,2.7,13.1,20.4,7.8,1014.3,84,0.6
122.43,47.25,11.86,44.11,7.29,13.9,22.8,7.4,1013.5,73,1.1
83.23,9.46,5.81,10.57,2.83,12.1,22.8,4.2,1014.6,86,0.5
105.34,15.5,5.84,15.5,3.82,13.8,20,8,1013,83,0.8
90.15,8.3,7.47,10.16,2.02,11.3,20.4,8.2,1016.9,95,0.2
92.9,26.08,12.39,27.45,3.45,11.8,17.4,7.4,1018.4,84,0.5
102.38,17.9,15.27,22.45,3.3,12.3,20.2,2.1,1017.8,76,1.3
106.84,19.03,22.56,27.22,3.87,12.1,20.8,5.4,1017.2,75,1.3
122.01,46.48,32.38,54.42,4.97,11.4,21.5,3.8,1018.2,82,1.1
91.42,9.35,31.9,24.44,2.43,11.7,20.4,4,1018.7,77,0.8
92.23,35.69,31.32,45.21,3.17,13.3,21.2,5.4,1016.8,71,1.6
116.5,48.68,39.22,59.81,6.76,12.3,23.8,3.1,1017.9,70,1.3
122.66,37.67,36.29,49.44,6.19,15.3,26.2,5.3,1019,71,1.3
95.37,9.14,38.06,27.55,2.94,16.5,26.6,6.2,1016.8,70,0.8
87.33,5.5,34.2,22.59,2.87,20.2,28.1,10.4,1016.2,68,1.6
52.19,11.74,27.94,24.24,1.64,15.9,26.1,10.4,1016.5,88,1
58.91,13.72,27.65,25.71,1.12,14.6,23.2,6.8,1017.8,81,1.4
63.32,8.6,31.9,23.84,1.38,14.2,23,7.4,1018,82,1.4
77.35,37.56,27.71,45.7,2,16.5,23,8.3,1018.6,74,1.6
97.37,49.17,30.9,56.16,2.8,16.1,24.2,7.6,1016.8,78,1.1
90.45,51.88,40.83,63.21,3.85,15.3,25.2,7.8,1014.3,83,1.3
107.6,25.74,39.78,41.74,3.02,21.7,29.4,10.2,1012.3,58,2.3
109.66,44.66,38.63,56.27,3.06,20,28,8.6,1014,67,1.6
103.97,9.62,45.1,31.67,2.45,20.6,29.2,9.9,1011.8,70,1.9
106.08,28,36.93,42.04,1.31,21.2,29.5,11.6,1012.6,69,1.1
110.2,57.36,41.56,67.94,3.12,20.1,29.4,10.7,1014.6,69,1.8
82.72,19.37,35.73,34.5,1.89,20,28,9.6,1017.6,70,1.4
90.78,28.01,33.56,40.25,0.73,16.9,26,11.6,1016.3,85,1.6
75.98,37.54,35.02,48.66,0.7,21.5,29,11,1014.6,66,2.6
92.32,89.29,36.97,91.09,1.44,22.8,31.2,10.7,1012.2,60,2.7
91.18,60.72,34.33,66.84,3.18,23.3,32.2,12,1010.4,61,2.4
70.15,14.17,31.64,28.17,0.13,24.3,33,13.4,1008.8,63,2.7
75.23,28.23,25.68,36.25,0.51,25.3,33.2,15.2,1006,63,3.2
91.67,20,33.27,33.7,2.23,25.4,33,17.8,1007.6,59,3.4
64.2,6.99,27.71,20.33,0,24.8,32,15.6,1011,54,3.7
64.63,4.54,26.55,17.75,0,22.5,32.3,11.8,1014.6,59,4
60.08,8.35,30,22.63,0,23.6,29,15.3,1013.2,55,3.5
101.97,113.07,46.61,115.25,9.49,23,31,13.2,1012.3,57,3.2
87.69,23.76,39.12,39.81,2.55,24.8,34,12.2,1011.6,55,2.9
61.67,7.19,31.28,22.31,0,25.3,33.9,14.4,1010.7,56,3.5
92.21,62.13,43.17,72.67,4.04,24.2,31.6,15,1009.2,58,2.7
75.76,4.96,30.44,20.15,0,27.2,34,14.4,1009.2,58,2.9
92.68,6.99,33.67,23.5,0.16,26,34,18.9,1010.4,68,2.3
82.91,8.16,26.13,20.43,0.51,27.5,34,18.8,1011.2,66,2.6
